"","x"
"LH11",0.49678969481569
"LH12",0.5
"LH13",0.5
"LH14",0.5
"LH15",0.5
"LH16",0.501125178046097
"LH17",0.489492406832383
"LH18",0.503921267509025
"LH19",0.499928848883937
"LH110",0.499999999999999
"LH111",0.5
"LH112",0.500069839659789
"LH113",0.457608295408416
"LH114",0.481672906585423
"LH115",0.463660340812187
"LH116",0.554512826959281
"LH117",0.552884644101644
"LH118",0.410926480385238
"LH119",0.510941131489
"LH120",0.452911787833086
"LH121",0.515637195628385
"LH122",0.491207521293097
"LH123",0.49428572877184
"LH124",0.540625356016553
"LH125",0.362391077372866
"LH126",0.5486886696931
"LH127",0.509526449162591
"LH128",0.519894125561672
"LH129",0.543008325622365
"LH130",0.540871961090284
"LH131",0.507972251792898
"LH132",0.519337877160696
"LH133",-0.132238516314763
"LH134",-2.46198214465898e-06
"LH135",0.0214829232822334
"LH136",-0.0197750210881165
"LH137",0
"LH138",0.00125463274019981
"LH139",-0.0118841399610211
"LH140",0.0290197098680364
"LH141",0.000565437545116421
"LH142",-0.000179475998098679
"LH143",0
"LH144",5.89073084006124e-05
"LH145",-0.0357559189663338
"LH146",-0.0140917073019994
"LH147",-0.0307975644121072
"LH148",0.0459796614021692
"LH149",0.0446107461224384
"LH150",-0.0612586367524782
"LH151",0.0232781547819471
"LH152",-0.0493091707600726
"LH153",-0.00877904318212576
"LH154",0.0554137943844101
"LH155",-0.0637833086885141
"LH156",0.0502175438726144
"LH157",-0.0403957112017375
"LH158",-0.0133066915386111
"LH159",-0.0428765786945254
"LH160",0.0733240346838577
"LH161",-0.0112885783331608
"LH162",-0.00894743006765549
"LH163",-0.00183535962468792
"LH164",-0.00444021158956547
"LH165",-0.00291276046037417
"LH166",0.00766077351673495
"LH167",0.00613540156446955
"LH168",-0.00451549242039842
"LH169",0.00603675491818853
"LH170",0.00531627849009788
"LH171",-0.00058968350985097
"LH172",0.00139570351788162
"LH173",0.0150862555357102
"LH174",-0.00473499217482067
"LH175",0.0118609749801121
"LH176",0.00329974923718841
"LH177",-0.0331344134995754
"LH178",-0.0225925324145863
"LH179",-0.0183596248522573
"LH180",0.032129816198068
"LH181",0.0406582382976366
"LH182",-0.0426161991912492
"LH183",0.0478338162539898
"LH184",-0.0308864113768147
"LH185",-0.00597148141776287
"LH186",0.0404928394030218
"LH187",-0.04483027738387
"LH188",0.0528216058070772
"LH189",0.00716304307324395
"LH190",-0.0287067060636884
"LH191",-0.032565643469548
"LH192",0.021738086630851
"LH193",-0.0266104053842551
"LH194",-0.00178853532001111
"LH195",-0.00507242622804418
"LH196",-0.0116894014695274
"LH197",-0.101319788635343
"LH198",0.0570806436026282
"LH199",0.0276021351831751
"LH1100",-0.0173597590687598
"LH1101",0.0507003848373183
"LH1102",0.0377018578436405
"LH1103",0.0206557066259906
"LH1104",-0.0742121476712469
"LH1105",-0.041542222234389
"LH1106",-0.00782461161209393
"LH1107",-0.0359543280693778
"LH1108",0.00688816581953828
"LH1109",0.055475298009185
"LH1110",-0.017441337490905
"LH1111",-0.0309200819519677
"LH1112",0.0386501249032817
"LH1113",0.128422634873525
"LH1114",0.0222173364146196
"LH1115",0.0609057383763551
"LH1116",-0.0176023409970493
"LH1117",-0.0104639696088382
"LH1118",-0.042449907146601
"LH1119",0.00945649105639041
"LH1120",0.0272906859340545
"LH1121",-0.121623159234182
"LH1122",0.0853435350397614
"LH1123",0.0463644844940316
"LH1124",4.28182758659187e-05
"LH1125",0.0645711759149482
"LH1126",0.0608943199242339
"LH1127",0.0118771849565175
"LH1128",0.0288099376202167
"LH1129",-0.0805484140167739
"LH1130",0.0502497323319322
"LH1131",0.0243010081324222
"LH1132",-0.0166048017204814
"LH1133",0.0353982046376115
"LH1134",0.0307762768517037
"LH1135",0.0181837430722804
"LH1136",-0.0633476637539509
"LH1137",-0.0554122790538051
"LH1138",-0.020970473966056
"LH1139",-0.0551492017806
"LH1140",-0.00936230429857309
"LH1141",0.0793511336213495
"LH1142",0.0012825708985507
"LH1143",-0.0159330131541167
"LH1144",0.00904091567674823
"LH1145",0.115927475680032
"LH1146",0.0290484485678092
"LH1147",0.0301981582682758
"LH1148",0.0296811211832127
"LH1149",0.00928538162883369
"LH1150",0.0322816343150929
"LH1151",-0.0186687431709786
"LH1152",0.0282475988396644
"LH1153",0.0452854564812404
"LH1154",-0.0225867196205852
"LH1155",-0.00301391399303149
"LH1156",0.0136635153565151
"LH1157",-0.0175605455945729
"LH1158",-0.0162252366098789
"LH1159",-0.00316480218229756
"LH1160",-0.00767669629974435
"LH1161",0.0197008727463673
"LH1162",-0.0390982989783548
"LH1163",-0.0188909326392989
"LH1164",0.00233394118624391
"LH1165",-0.0274182094708622
"LH1166",-0.0433854845618609
"LH1167",-0.0141484021942504
"LH1168",0.0707013846011227
"LH1169",0.0175300518552224
"LH1170",0.00622368561544578
"LH1171",0.0510408059437699
"LH1172",0.00205253556666455
"LH1173",-0.0829493526136148
"LH1174",-0.0197653192660092
"LH1175",0.0260724985909377
"LH1176",-0.0158061843544619
"LH1177",-0.104647318101287
"LH1178",-0.0131024702859884
"LH1179",-0.0315886661282505
"LH1180",-0.0195403899600467
"LH1181",0.0057076489459504
"LH1182",0.00332215913566394
"LH1183",-4.07971882434113e-05
"LH1184",0.0160107863745688
"LH1185",-0.00543873000068869
"LH1186",-0.0100693229283931
"LH1187",-0.00322739545676348
"LH1188",-0.0037318699271016
"LH1189",-0.0104205881674664
"LH1190",-0.00997032342188348
"LH1191",-0.00193875108464372
"LH1192",-0.00470272782319848
"LH1193",-0.0410095800914559
"LH1194",-0.0458324002882742
"LH1195",-0.0221628066578093
"LH1196",0.0139388123894703
"LH1197",-0.0322722566614882
"LH1198",-0.0290163908093006
"LH1199",-0.0284412519045451
"LH1200",0.0595878344956518
"LH1201",0.034747714066876
"LH1202",0.024685462904112
"LH1203",0.0319474568276116
"LH1204",0.00954457703501572
"LH1205",-0.0683338181998533
"LH1206",-0.018426895259963
"LH1207",0.0107431720422902
"LH1208",-0.0108514787417018
"LH1209",-0.0842511396266236
"LH1210",-0.0578808103761273
"LH1211",-0.0430447772716291
"LH1212",-0.00647178353501244
"LH1213",0.0512471171410247
"LH1214",-0.0359300135368848
"LH1215",0.0546794725354552
"LH1216",-0.0188259508154265
"LH1217",-0.0863048925914085
"LH1218",0.0454872605418265
"LH1219",0.0290934318866886
"LH1220",-0.0141076654453422
"LH1221",0.0646374612858717
"LH1222",0.01117075451533
"LH1223",-0.0136059570487444
"LH1224",0.0120445237796521
"LH1225",0.0750051849773645
"LH1226",-0.0669125547590045
"LH1227",-0.032356368088435
"LH1228",0.0203498298456897
"LH1229",-0.047115558589039
"LH1230",-0.0431162935510636
"LH1231",-0.0344802324815859
"LH1232",0.0869873789802667
"LH1233",0.0943880310211229
"LH1234",0.0133071315417195
"LH1235",0.0671776922333601
"LH1236",0.0153357346618976
"LH1237",-0.115384346321431
"LH1238",-0.0137792659261958
"LH1239",0.0130885904672327
"LH1240",-0.0332977433448372
"LH1241",-0.16980543486818
"LH1242",-0.114445895127647
"LH1243",-0.0908337735255535
"LH1244",-0.0179844883167426
"LH1245",0.0222903129024755
"LH1246",-0.0395600263981922
"LH1247",0.0425783795913021
"LH1248",-0.0301950380145243
"LH1249",-0.0674302489161019
"LH1250",0.0347992296045232
"LH1251",0.0315920433046513
"LH1252",-0.0222774742554598
"LH1253",0.0226850975072257
"LH1254",0.0350387916386415
"LH1255",-0.0121832231024329
"LH1256",0.00952619779793445
"LH1257",-0.0811073688002268
"LH1258",0.00736845577060684
"LH1259",0.00356310513050651
"LH1260",0.018836433762485
"LH1261",0.00505311377821491
"LH1262",0.0186597715597637
"LH1263",-0.00782593991023246
"LH1264",-0.00244467831506388
"LH1265",0.034046173264044
"LH1266",0.00296109563733789
"LH1267",0.016376049358736
"LH1268",0.0182920396293751
"LH1269",0.0119496319593525
"LH1270",0.0304004362169667
"LH1271",-0.00843202676396043
"LH1272",-0.0290626573514522
"LH1273",-0.0448249542975616
"LH1274",0.0270528450372009
"LH1275",-0.011453430211099
"LH1276",0.0266604498796744
"LH1277",0.00424107606445588
"LH1278",-0.0264673763532019
"LH1279",0.033165530634148
"LH1280",-0.0169363329078963
"LH1281",0.0458183772441608
"LH1282",-0.014546797242174
"LH1283",0.0196348752309295
"LH1284",-0.0297982716547274
"LH1285",-0.00765885810114126
"LH1286",-0.00713538503276127
"LH1287",-0.00142824136352119
"LH1288",-0.00365724429336018
"LH1289",-0.0340668608412765
"LH1290",-0.00868610371194872
"LH1291",-0.00434145122264445
"LH1292",0.0258803643958697
"LH1293",-0.022593828593603
"LH1294",-0.00439504616108754
"LH1295",-0.0019508378156033
"LH1296",0.0140000004016427
"LH1297",0.0056038829638979
"LH1298",0.0011424884946559
"LH1299",0.00566671711596595
"LH1300",0.0116753177503483
"LH1301",-0.0290287848499041
"LH1302",0.00556067750872916
"LH1303",-0.0178487450625165
"LH1304",0.013375029862046
"LH1305",-0.0030163412593388
"LH1306",-0.0339382029132058
"LH1307",-0.0220370012922023
"LH1308",-0.0408825684139341
"LH1309",-0.0360226942414859
"LH1310",0.0345938768353578
"LH1311",-0.0354172736027856
"LH1312",-0.0220432305944052
"LH1313",-0.00622966116186381
"LH1314",-0.0194075304023986
"LH1315",-0.0272920560789657
"LH1316",0.0206314994471696
"LH1317",-0.0176281186608958
"LH1318",-0.0162598926241608
"LH1319",0.0152986085477094
"LH1320",0.0443618568837819
"LH1321",0.0726296472560988
"LH1322",0.0476848391137982
"LH1323",0.0369163199991753
"LH1324",-0.0222003101262801
"LH1325",0.019843583576032
"LH1326",0.0537892609613079
"LH1327",0.03590959031638
"LH1328",-0.0694765119262924
"LH1329",-0.0918820737129149
"LH1330",-0.0347055317787693
"LH1331",-0.046138416711176
"LH1332",-0.012116459305389
"LH1333",0.079450425019421
"LH1334",0.0272991419261196
"LH1335",-0.013706426081463
"LH1336",0.0231147627145267
"LH1337",0.0918950048045698
"LH1338",0.0783910880920961
"LH1339",0.0562225310560748
"LH1340",0.0361677931648884
"LH1341",-0.0158549662961989
"LH1342",-0.00260499347561492
"LH1343",0.00218172961236188
"LH1344",-0.00184001759702388
"LH1345",0.0218298997885408
"LH1346",0.00300034875514032
"LH1347",0.00175137472889784
"LH1348",0.00377505221380317
"LH1349",0.00806544233743249
"LH1350",0.0187060832263323
"LH1351",-0.0133281263072022
"LH1352",0.0103912436444121
"LH1353",-0.0241183174867445
"LH1354",0.00233897426260877
"LH1355",-0.00385412583555914
"LH1356",-0.00366836747867973
"LH1357",-0.00284632767371803
"LH1358",0.00930406492150545
"LH1359",0.00997836733263819
"LH1360",-0.0213889290741206
"LH1361",0.0237051897839425
"LH1362",0.00102088825913804
"LH1363",0.00620955769835839
"LH1364",0.00170885429092978
"LH1365",-0.0270185520897814
"LH1366",-0.00972633636219054
"LH1367",-0.00968863886187221
"LH1368",0.0162542425704474
"LH1369",0.00589385440188457
"LH1370",-0.0376438595708319
"LH1371",-0.00227506879864454
"LH1372",-0.000241054112836098
"LH1373",-0.0158773916879833
"LH1374",-0.018394238710346
"LH1375",-0.00299034009791363
"LH1376",-0.00744534347938033
"LH1377",-0.0471669635994699
"LH1378",0.0276936777713007
"LH1379",0.00462382809601887
"LH1380",0.0482893973191927
"LH1381",0.0252226316682014
"LH1382",0.0164613647770801
"LH1383",0.00345772083180524
"LH1384",0.00932581386951249
"LH1385",-0.049514769343018
"LH1386",0.00408579297696624
"LH1387",0.000389350427761671
"LH1388",-0.0029099738003425
"LH1389",-0.00475166995625952
"LH1390",0.00213807104921989
"LH1391",0.0250672296292541
"LH1392",0.0052281965964188
"LH1393",-0.00588078279280786
"LH1394",-0.000998046436428169
"LH1395",-0.00793715071871421
"LH1396",0.00290747514704269
"LH1397",-0.0419881566699823
"LH1398",-0.0195729077904987
"LH1399",0.00763981922619082
"LH1400",0.0240151724931262
"LH1401",0.00284507290986228
"LH1402",-0.0108727192851538
"LH1403",-0.00373129992039015
"LH1404",-0.0282680890789834
"LH1405",0.0133608070984083
"LH1406",-0.0057878990936323
"LH1407",-0.00133314888995034
"LH1408",0.00648719508325232
"LH1409",-0.0788321719236473
"LH1410",0.0592441019164162
"LH1411",0.00309506325235999
"LH1412",0.0221561633053935
"LH1413",0.0236521834797671
"LH1414",0.0705429782619197
"LH1415",0.0150448798440562
"LH1416",0.00187252797314302
"LH1417",0.000575397996077709
"LH1418",0.0632326336358238
"LH1419",0.0305742038330136
"LH1420",-0.019235583168123
"LH1421",0.0445151884300238
"LH1422",0.0417879510813517
"LH1423",0.0229244716958966
"LH1424",-0.0821966524575737
"LH1425",-0.0460190320346423
"LH1426",-0.0062811475191916
"LH1427",-0.068947531697201
"LH1428",-0.00559700549929082
"LH1429",0.00668293557095484
"LH1430",-0.027880497904451
"LH1431",-0.0086233876214443
"LH1432",0.0539075159809387
"LH1433",0.126359429439301
"LH1434",-0.0442074217590045
"LH1435",7.45250414395191e-05
"LH1436",-0.0264008704214077
"LH1437",0.039398295939184
"LH1438",-0.0319521451618373
"LH1439",0.0267214775150016
"LH1440",-0.00599104882008646
"LH1441",-0.182858608592057
"LH1442",0.109527789085384
"LH1443",0.0282360261686843
"LH1444",0.0287051293190833
"LH1445",0.0761928144054227
"LH1446",0.0752471840915917
"LH1447",0.0142988737351844
"LH1448",0.0322585563116716
"LH1449",-0.001717553267464
"LH1450",0.0500703209755324
"LH1451",0.0245894209649179
"LH1452",-0.0237097120373519
"LH1453",0.0568107475387696
"LH1454",0.0556553338316229
"LH1455",0.0160389944850021
"LH1456",-0.0913027355258166
"LH1457",-0.00734305289949139
"LH1458",-0.00697302395077059
"LH1459",0.0152102556953483
"LH1460",-0.0291684961887957
"LH1461",0.122524746549359
"LH1462",0.0537077834981648
"LH1463",0.017125770878323
"LH1464",-0.0231135887997769
"LH1465",0.0621788735713598
"LH1466",0.114092005146863
"LH1467",0.051206448998674
"LH1468",0.0569125990989838
"LH1469",-0.0182639308589514
"LH1470",0.0203415103033776
"LH1471",-0.0216170439425196
"LH1472",-0.0221487720785488
"LH1473",0.146501826305198
"LH1474",-0.0582836178805108
"LH1475",-0.0164089706564659
"LH1476",-0.0168810618844212
"LH1477",-0.033486163732212
"LH1478",-0.0293826284749117
"LH1479",0.00880170801061418
"LH1480",-0.0317020744480931
"LH1481",0.153966638897054
"LH1482",-0.103007891779169
"LH1483",-0.04980665625623
"LH1484",0.0311671587352008
"LH1485",-0.0723056298767453
"LH1486",-0.067978060543464
"LH1487",-0.0369866899671244
"LH1488",0.112141499038396
"LH1489",0.12061895551396
"LH1490",0.0180598980492703
"LH1491",0.0928174460081343
"LH1492",0.0223230539389843
"LH1493",-0.140239907108571
"LH1494",-0.0273945186765805
"LH1495",0.093814517247418
"LH1496",-0.0810347171135325
"LH1497",-0.270489742981714
"LH1498",-0.0709321606043255
"LH1499",-0.119408131189904
"LH1500",0.00155915219827457
"LH1501",-0.0133688270965456
"LH1502",0.0506577374644461
"LH1503",-0.0241995937484317
"LH1504",-0.0302967510676683
"LH1505",0.218054055511996
"LH1506",-0.144674840013267
"LH1507",-0.0457152123052697
"LH1508",-0.0174510470301226
"LH1509",-0.100325942250257
"LH1510",-0.104307998318715
"LH1511",-0.0177689653608278
"LH1512",-0.0498625266063459
"LH1513",0.0488665723918673
"LH1514",0.0289028308435707
"LH1515",0.0139926648492147
"LH1516",-0.0188617128700614
"LH1517",0.0218060539683138
"LH1518",-0.0243516962652209
"LH1519",0.0105329284840566
"LH1520",-0.0381443035856001
"LH1521",-0.0835053962265298
"LH1522",-0.00804154990448264
"LH1523",-0.0396018702953857
"LH1524",-0.0107809185419307
"LH1525",0.101043835248178
"LH1526",0.0290647236123069
